nmun,desciel,dh,dirvienc,dirvieng,dpt,dsem,hloc,hr,ides,idmun,lat,lon,nes,nhor,prec,probprec,raf,temp,velvien
Atil,Poco nuboso,7,Suroeste,217.25,24.88,Lunes,2023-09-11 14:00:00,20.56,26,7,30.8441,-111.5835,Sonora,114, 0.00, 0.00,17.40,36.95,15.09
Atitalaquia,Despejado,6,Noreste,26.93,13.83,Lunes,2023-09-11 14:00:00,23.90,13,10,20.0592,-99.2211,Hidalgo,114, 0.00, 0.00,15.36,23.80,14.97
Atizapán,Cielo cubierto,6,Este,94.91,15.40,Lunes,2023-09-11 14:00:00,43.66,15,12,19.1768,-99.4879,Estado de México,114, 0.23, 0.00,11.32,21.16,10.75
Atizapán de Zaragoza,Despejado,6,Este,110.02, 9.60,Lunes,2023-09-11 14:00:00,23.80,15,13,19.5432,-99.2350,Estado de México,114, 0.01, 0.00,13.04,19.25, 9.48
Atlacomulco,Despejado,6,Noreste,51.66,14.21,Lunes,2023-09-11 14:00:00,34.98,15,14,19.8000,-99.8743,Estado de México,114, 0.01, 0.00,14.53,21.47,12.71
Atlahuilco,Cielo cubierto,6,Este,81.68,19.57,Lunes,2023-09-11 14:00:00,48.18,30,20,18.6974,-97.0907,Veracruz de Ignacio de la Llave,114, 0.00, 0.00,10.96,24.79, 8.26
Atlamajalcingo del Monte,Cielo cubierto,6,Suroeste,237.34,14.59,Lunes,2023-09-11 14:00:00,65.55,12,9,17.3117,-98.6051,Guerrero,114, 0.50, 0.00, 4.16,17.46, 3.06
Atlangatepec,Cielo cubierto,6,Noreste,60.07,11.81,Lunes,2023-09-11 14:00:00,32.55,29,3,19.5323,-98.2085,Tlaxcala,114, 0.00, 0.00, 9.16,19.42, 8.45
Atlapexco,Despejado,6,Sureste,115.82,27.82,Lunes,2023-09-11 14:00:00,36.72,13,11,21.0171,-98.3482,Hidalgo,114, 0.00, 0.00, 9.43,35.52, 9.35
Atlatlahucan,Cielo cubierto,6,Suroeste,207.11,18.35,Lunes,2023-09-11 14:00:00,50.22,17,2,18.9363,-98.8992,Morelos,114, 0.10, 0.00,10.98,23.22,10.44
Atlautla,Cielo nublado,6,Sur,195.06,16.22,Lunes,2023-09-11 14:00:00,49.63,15,15,19.0309,-98.7827,Estado de México,114, 0.20, 0.00,11.25,21.11,11.11
Atlequizayan,Medio nublado,6,Norte,21.25,20.07,Lunes,2023-09-11 14:00:00,53.04,21,80,20.0140,-97.6241,Puebla,114, 0.00, 0.00,11.14,24.61, 8.74
Atlixco,Cielo nublado,6,Sur,167.04,16.05,Lunes,2023-09-11 14:00:00,36.76,21,19,18.9088,-98.4342,Puebla,114, 0.04, 0.00,13.36,23.06,10.89
Atlixtac,Cielo cubierto,6,Sur,182.05,13.72,Lunes,2023-09-11 14:00:00,61.34,12,10,17.5637,-98.9332,Guerrero,114, 0.47, 0.00, 8.27,17.06, 6.59
Atltzayanca,Medio nublado,6,Noreste,52.83,12.38,Lunes,2023-09-11 14:00:00,32.20,29,4,19.4314,-97.7965,Tlaxcala,114, 0.00, 0.00, 9.46,20.11, 8.55
Atolinga,Despejado,6,Noreste,32.14,17.82,Lunes,2023-09-11 14:00:00,28.92,32,3,21.8069,-103.4656,Zacatecas,114, 0.00, 0.00,16.76,26.69, 7.55
Atotonilco de Tula,Despejado,6,Este,88.69,13.55,Lunes,2023-09-11 14:00:00,24.56,13,13,20.0078,-99.2202,Hidalgo,114, 0.00, 0.00,14.66,23.29,11.99
Atotonilco el Alto,Despejado,6,Este,89.54,21.11,Lunes,2023-09-11 14:00:00,23.59,14,13,20.5506,-102.5042,Jalisco,114, 0.00, 0.00,18.55,31.78, 9.18
Atotonilco el Grande,Despejado,6,Noreste,39.16,15.56,Lunes,2023-09-11 14:00:00,34.71,13,12,20.2869,-98.6690,Hidalgo,114, 0.00, 0.00,23.15,22.96,18.24
Atoyac,Despejado,6,Noreste,43.49,19.81,Lunes,2023-09-11 14:00:00,33.91,14,14,20.0106,-103.5164,Jalisco,114, 0.07, 0.00,13.39,27.64, 8.73
Atoyac de Álvarez,Cielo nublado,6,Sur,194.64,24.94,Lunes,2023-09-11 14:00:00,73.04,12,11,17.2127,-100.4331,Guerrero,114, 2.10,15.11, 7.75,27.30, 6.20
Atoyatempan,Cielo nublado,6,Sur,193.12,17.34,Lunes,2023-09-11 14:00:00,30.06,21,20,18.8226,-97.9137,Puebla,114, 0.00, 0.00, 9.06,25.89, 6.85
Atzacan,Cielo nublado,6,Este,97.07,20.16,Lunes,2023-09-11 14:00:00,52.24,30,22,18.9070,-97.0839,Veracruz de Ignacio de la Llave,114, 0.22, 0.00,10.38,24.82, 8.12
Atzala,Cielo cubierto,6,Sur,186.98,20.93,Lunes,2023-09-11 14:00:00,37.80,21,21,18.5448,-98.5543,Puebla,114, 0.00, 0.00, 8.20,28.00, 5.95
Atzalan,Cielo nublado,6,Este,76.21,21.49,Lunes,2023-09-11 14:00:00,48.75,30,23,19.7891,-97.2441,Veracruz de Ignacio de la Llave,114, 0.06, 0.00,11.02,26.73,10.45
Atzitzihuacán,Cielo nublado,6,Sur,190.65,18.81,Lunes,2023-09-11 14:00:00,40.32,21,22,18.8237,-98.5826,Puebla,114, 0.05, 0.00,13.11,25.30,11.77
Atzitzintla,Cielo nublado,6,Este,111.63,15.57,Lunes,2023-09-11 14:00:00,51.94,21,23,18.8974,-97.3274,Puebla,114, 0.44, 0.00,13.11,20.10,10.33
Autlán de Navarro,Poco nuboso,6,Suroeste,221.01,23.92,Lunes,2023-09-11 14:00:00,55.85,14,15,19.7714,-104.3653,Jalisco,114, 0.73, 0.00, 9.14,28.24, 6.74
Axapusco,Poco nuboso,6,Noreste,52.49,12.77,Lunes,2023-09-11 14:00:00,26.85,15,16,19.7245,-98.7583,Estado de México,114, 0.00, 0.00,14.76,21.83,14.39
Axochiapan,Cielo cubierto,6,Suroeste,213.68,22.61,Lunes,2023-09-11 14:00:00,41.58,17,3,18.5024,-98.7541,Morelos,114, 0.00, 0.00, 6.48,29.05, 4.60
Axtla de Terrazas,Despejado,6,Este,102.20,25.69,Lunes,2023-09-11 14:00:00,34.11,24,53,21.4364,-98.8750,San Luis Potosí,114, 0.00, 0.00, 9.15,33.84, 8.12
Axutla,Cielo cubierto,6,Oeste,274.63,20.44,Lunes,2023-09-11 14:00:00,36.61,21,24,18.1886,-98.3894,Puebla,114, 0.00, 0.00, 8.81,27.72, 3.94
Ayahualulco,Medio nublado,6,Este,78.01,17.18,Lunes,2023-09-11 14:00:00,50.41,30,25,19.3516,-97.1488,Veracruz de Ignacio de la Llave,114, 0.16, 0.00,13.94,21.97, 9.40
Ayala,Cielo cubierto,6,Suroeste,222.93,23.26,Lunes,2023-09-11 14:00:00,47.50,17,4,18.7671,-98.9821,Morelos,114, 0.01, 0.00, 9.24,28.74, 6.75
Ayapango,Cielo cubierto,6,Suroeste,236.39,15.39,Lunes,2023-09-11 14:00:00,45.31,15,17,19.1272,-98.8025,Estado de México,114, 0.17, 0.00,10.99,20.88, 9.82
Ayoquezco de Aldama,Cielo cubierto,6,Sureste,135.51,20.91,Lunes,2023-09-11 14:00:00,53.84,20,398,16.6857,-96.8431,Oaxaca,114, 0.87, 0.00, 7.31,25.37, 4.08
Ayotlán,Despejado,6,Noreste,67.11,21.10,Lunes,2023-09-11 14:00:00,23.61,14,16,20.5281,-102.3283,Jalisco,114, 0.00, 0.00,19.10,31.76,10.55
Ayotoxco de Guerrero,Medio nublado,6,Suroeste,204.62,22.61,Lunes,2023-09-11 14:00:00,50.73,21,25,20.0972,-97.4105,Puebla,114, 0.00, 0.00, 7.94,27.57, 7.51
Ayotzintepec,Cielo nublado,6,Noreste,39.26,27.05,Lunes,2023-09-11 14:00:00,52.97,20,9,17.6767,-96.1333,Oaxaca,114, 0.16, 0.00, 9.09,31.85, 8.98
Ayutla,Despejado,6,Sur,176.55,22.78,Lunes,2023-09-11 14:00:00,45.32,14,17,20.1292,-104.3478,Jalisco,114, 0.61, 0.00,13.00,28.66, 6.65
Ayutla de los Libres,Cielo cubierto,6,Suroeste,239.33,24.32,Lunes,2023-09-11 14:00:00,60.43,12,12,16.9653,-99.0974,Guerrero,114, 0.31, 0.00,10.09,28.04, 6.68
Azcapotzalco,Medio nublado,6,Sureste,129.20,11.04,Lunes,2023-09-11 14:00:00,23.10,9,2,19.4841,-99.1844,Ciudad de México,114, 0.02, 0.00,13.00,21.02, 9.20
Azoyú,Cielo nublado,6,Suroeste,236.09,28.28,Lunes,2023-09-11 14:00:00,49.68,12,13,16.7330,-98.6011,Guerrero,114, 0.06, 0.00,10.90,33.63,10.04
Baca,Cielo nublado,6,Este,105.46,29.66,Lunes,2023-09-11 14:00:00,47.67,31,4,21.1095,-89.3994,Yucatán,114, 0.08,95.00,12.67,35.39,10.08
Bacadéhuachi,Medio nublado,7,Suroeste,237.37,24.02,Lunes,2023-09-11 14:00:00,25.97,26,8,29.8091,-109.1407,Sonora,114, 0.01, 0.00,19.70,34.18,18.57
Bacalar,Medio nublado,5,Este,96.67,30.20,Lunes,2023-09-11 14:00:00,41.30,23,10,18.6761,-88.3894,Quintana Roo,114, 0.00,95.00,15.35,37.19, 9.37
Bacanora,Poco nuboso,7,Suroeste,237.67,25.39,Lunes,2023-09-11 14:00:00,30.76,26,9,28.9839,-109.4004,Sonora,114, 0.00, 0.00,13.23,34.35,12.84
Bacerac,Medio nublado,7,Suroeste,246.68,22.08,Lunes,2023-09-11 14:00:00,24.03,26,10,30.3553,-108.9298,Sonora,114, 0.10, 0.00,22.70,32.70,22.44
Bachíniva,Cielo nublado,7,Suroeste,233.63,18.61,Lunes,2023-09-11 14:00:00,19.49,8,6,28.7649,-107.2536,Chihuahua,114, 0.40,35.29,17.81,30.52,12.70
Bacoachi,Cielo cubierto,7,Suroeste,227.80,23.09,Lunes,2023-09-11 14:00:00,22.15,26,11,30.6333,-109.9693,Sonora,114, 0.00, 0.00,24.50,34.41,21.65
Badiraguato,Cielo nublado,7,Suroeste,220.44,27.28,Lunes,2023-09-11 14:00:00,51.21,25,3,25.3627,-107.5510,Sinaloa,114, 1.06, 0.00,14.67,32.38, 9.87
Bahía de Banderas,Despejado,7,Oeste,287.98,29.76,Lunes,2023-09-11 14:00:00,72.66,18,20,20.8068,-105.2479,Nayarit,114, 1.33, 0.00,14.24,32.21,12.93
Balancán,Poco nuboso,6,Sureste,123.56,32.00,Lunes,2023-09-11 14:00:00,49.10,27,1,17.8004,-91.5338,Tabasco,114, 0.07,95.00,15.35,37.63, 6.84
Balleza,Poco nuboso,7,Este,92.74,15.47,Lunes,2023-09-11 14:00:00,14.46,8,7,26.9541,-106.3469,Chihuahua,114, 0.03, 0.00,15.25,29.33,14.43
Banderilla,Medio nublado,6,Este,85.80,20.32,Lunes,2023-09-11 14:00:00,57.31,30,26,19.5916,-96.9409,Veracruz de Ignacio de la Llave,114, 0.00, 0.00,10.40,24.30, 8.23
Banámichi,Medio nublado,7,Suroeste,219.26,23.28,Lunes,2023-09-11 14:00:00,24.92,26,13,30.0072,-110.2177,Sonora,114, 0.00, 0.00,18.00,33.70,17.17
Batopilas de Manuel Gómez Morín,Poco nuboso,7,Suroeste,244.32,26.79,Lunes,2023-09-11 14:00:00,36.55,8,8,27.0267,-107.7397,Chihuahua,114, 5.52, 9.21,14.10,34.47,14.07
Bavispe,Cielo nublado,7,Oeste,252.93,22.76,Lunes,2023-09-11 14:00:00,19.92,26,15,30.4801,-108.9409,Sonora,114, 0.10, 0.00,24.52,34.89,22.81
Baviácora,Medio nublado,7,Suroeste,232.58,23.46,Lunes,2023-09-11 14:00:00,26.01,26,14,29.7152,-110.1651,Sonora,114, 0.00, 0.00,20.50,33.55,19.82
Bejucal de Ocampo,Cielo nublado,6,Suroeste,241.87,20.97,Lunes,2023-09-11 14:00:00,82.44,7,10,15.4554,-92.1584,Chiapas,114, 1.47,95.00, 6.31,22.34, 6.05
Bella Vista,Medio nublado,6,Sureste,146.69,22.88,Lunes,2023-09-11 14:00:00,75.41,7,11,15.5829,-92.2448,Chiapas,114, 1.39,87.50, 5.95,24.93, 4.82
Benemérito de las Américas,Medio nublado,6,Este,108.11,29.28,Lunes,2023-09-11 14:00:00,46.53,7,114,16.5158,-90.6533,Chiapas,114, 0.07,16.36,13.75,35.18, 8.21
Benito Juárez,Medio nublado,6,Suroeste,211.55,27.36,Lunes,2023-09-11 14:00:00,65.05,12,14,17.1364,-100.4687,Guerrero,114, 0.54, 0.00,10.29,30.60, 8.30
Benjamín Hill,Medio nublado,7,Sur,195.22,23.73,Lunes,2023-09-11 14:00:00,24.93,26,16,30.1672,-111.1179,Sonora,114, 0.00, 0.00,19.62,34.18,18.89
Berriozábal,Cielo nublado,6,Noroeste,314.55,24.06,Lunes,2023-09-11 14:00:00,77.22,7,12,16.8003,-93.2733,Chiapas,114, 0.67,95.00, 9.84,25.95, 9.66
Boca del Río,Poco nuboso,6,Noreste,57.74,27.48,Lunes,2023-09-11 14:00:00,69.22,30,28,19.1054,-96.1067,Veracruz de Ignacio de la Llave,114, 0.00,20.00, 8.95,30.25, 6.76
Bochil,Medio nublado,6,Noroeste,297.56,22.22,Lunes,2023-09-11 14:00:00,79.24,7,13,16.9964,-92.8902,Chiapas,114, 1.60,93.64, 7.04,23.90, 5.61
Bocoyna,Cielo nublado,7,Oeste,248.41,17.79,Lunes,2023-09-11 14:00:00,40.59,8,9,27.8407,-107.5893,Chihuahua,114, 4.50,22.15,35.60,24.46,17.38
Bokobá,Cielo nublado,6,Este,109.13,29.99,Lunes,2023-09-11 14:00:00,35.39,31,5,21.0069,-89.1795,Yucatán,114, 0.01,95.00, 9.44,38.10, 7.77
Bolaños,Despejado,6,Sur,192.89,20.14,Lunes,2023-09-11 14:00:00,28.98,14,19,21.8317,-103.7806,Jalisco,114, 0.21, 0.00,16.39,29.20, 5.69
Briseñas,Despejado,6,Noroeste,315.60,23.37,Lunes,2023-09-11 14:00:00,29.28,16,11,20.2712,-102.5611,Michoacán de Ocampo,114, 0.00, 0.00,15.07,32.58, 7.85
Buctzotz,Cielo nublado,6,Este,96.15,29.59,Lunes,2023-09-11 14:00:00,38.79,31,6,21.2019,-88.7945,Yucatán,114, 0.00,95.00,11.90,36.95, 7.47
Buenaventura,Cielo cubierto,7,Sureste,150.96,19.77,Lunes,2023-09-11 14:00:00,15.37,8,10,29.8434,-107.4713,Chihuahua,114, 0.49, 0.00,37.84,33.69,15.38
Buenavista,Poco nuboso,6,Sureste,155.84,27.62,Lunes,2023-09-11 14:00:00,56.77,16,12,19.2117,-102.5879,Michoacán de Ocampo,114, 0.23, 0.00, 6.25,31.95, 6.00
Buenavista de Cuéllar,Cielo cubierto,6,Sur,172.16,23.48,Lunes,2023-09-11 14:00:00,57.64,12,15,18.4579,-99.4053,Guerrero,114, 0.02, 0.00, 5.18,27.52, 4.59
Burgos,Despejado,6,Este,106.12,24.38,Lunes,2023-09-11 14:00:00,22.65,28,5,24.9466,-98.7990,Tamaulipas,114, 0.00, 0.00,22.06,35.66,19.15
Bustamante,Despejado,6,Sureste,117.80,23.75,Lunes,2023-09-11 14:00:00,19.42,19,8,26.5347,-100.5027,Nuevo León,114, 0.00, 0.00,20.92,36.17,19.05
Bácum,Poco nuboso,7,Sur,188.35,29.05,Lunes,2023-09-11 14:00:00,37.46,26,12,27.5501,-110.0830,Sonora,114, 0.00, 0.00,25.39,36.71,19.75
Cabo Corrientes,Medio nublado,6,Oeste,259.69,29.27,Lunes,2023-09-11 14:00:00,74.59,14,20,20.3183,-105.3239,Jalisco,114, 1.16,15.48, 9.54,31.52, 8.85
Caborca,Medio nublado,7,Sur,185.16,27.66,Lunes,2023-09-11 14:00:00,24.62,26,17,30.7138,-112.1477,Sonora,114, 0.00, 0.00,45.43,38.97,25.19
Cacahoatán,Cielo nublado,6,Suroeste,223.93,25.89,Lunes,2023-09-11 14:00:00,85.44,7,15,14.9898,-92.1681,Chiapas,114, 2.21,95.00, 6.41,27.05, 6.01
Cacalchén,Medio nublado,6,Sureste,143.46,30.05,Lunes,2023-09-11 14:00:00,36.80,31,7,20.9831,-89.2282,Yucatán,114, 0.01,95.00, 8.30,37.85, 4.01
Cadereyta Jiménez,Despejado,6,Este,107.33,24.36,Lunes,2023-09-11 14:00:00,20.00,19,9,25.5910,-100.0016,Nuevo León,114, 0.00, 0.00,21.76,36.60,21.47
Cadereyta de Montes,Despejado,6,Noreste,38.25,16.65,Lunes,2023-09-11 14:00:00,23.86,22,4,20.6950,-99.8156,Querétaro de Arteaga,114, 0.00, 0.00,15.26,26.86,14.35
Cajeme,Poco nuboso,7,Sur,198.73,29.23,Lunes,2023-09-11 14:00:00,37.11,26,18,27.4965,-109.9327,Sonora,114, 0.00, 0.00,25.31,36.96,17.85
Calakmul,Medio nublado,6,Este,84.03,29.15,Lunes,2023-09-11 14:00:00,33.95,4,10,18.5054,-89.3973,Campeche,114, 0.00,95.00,15.16,37.60, 9.01
Calcahualco,Cielo nublado,6,Este,100.23,16.84,Lunes,2023-09-11 14:00:00,55.87,30,29,19.1223,-97.0853,Veracruz de Ignacio de la Llave,114, 0.50, 0.00,11.94,20.91, 8.73
Calera,Despejado,6,Noreste,62.44,17.00,Lunes,2023-09-11 14:00:00,22.20,32,5,22.9490,-102.7023,Zacatecas,114, 0.00, 0.00,19.25,27.77,18.62
Calihualá,Cielo cubierto,6,Noroeste,313.64,15.48,Lunes,2023-09-11 14:00:00,46.03,20,11,17.5329,-98.2784,Oaxaca,114, 0.10, 0.00, 7.50,20.85, 7.21
Calimaya,Cielo cubierto,6,Este,102.11,14.82,Lunes,2023-09-11 14:00:00,44.73,15,18,19.1632,-99.6187,Estado de México,114, 0.32, 0.00,11.30,20.38,10.93
Calkiní,Cielo nublado,6,Este,78.17,28.96,Lunes,2023-09-11 14:00:00,43.39,4,1,20.3712,-90.0507,Campeche,114, 0.05,95.00,16.39,35.57, 7.68
Calnali,Despejado,6,Este,80.67,24.52,Lunes,2023-09-11 14:00:00,43.02,13,14,20.8972,-98.5835,Hidalgo,114, 0.00, 0.00,10.48,30.80,10.10
Calotmul,Cielo nublado,6,Este,102.51,29.71,Lunes,2023-09-11 14:00:00,36.50,31,8,21.0193,-88.1770,Yucatán,114, 0.00,95.00, 9.80,37.55, 2.64
Calpan,Cielo nublado,6,Sureste,135.94,12.88,Lunes,2023-09-11 14:00:00,35.03,21,26,19.1079,-98.4592,Puebla,114, 0.04, 0.00,11.00,20.05, 8.71
Calpulalpan,Cielo nublado,6,Noreste,59.26,11.73,Lunes,2023-09-11 14:00:00,30.21,29,6,19.5885,-98.5705,Tlaxcala,114, 0.03, 0.00,12.62,19.87,12.33
Caltepec,Cielo cubierto,6,Este,90.64,17.10,Lunes,2023-09-11 14:00:00,31.95,21,27,18.1823,-97.4794,Puebla,114, 0.00, 0.00,13.07,25.19,13.03
Calvillo,Despejado,6,Este,79.95,17.01,Lunes,2023-09-11 14:00:00,22.03,1,3,21.8469,-102.7188,Aguascalientes,114, 0.00, 0.00,19.27,27.84,11.89
Camargo,Poco nuboso,7,Este,86.12,19.51,Lunes,2023-09-11 14:00:00,14.14,8,11,27.6950,-105.1716,Chihuahua,114, 0.00, 0.00,10.40,33.98, 6.73
Camarón de Tejeda,Cielo cubierto,6,Este,81.48,27.72,Lunes,2023-09-11 14:00:00,56.30,30,7,19.0212,-96.6150,Veracruz de Ignacio de la Llave,114, 0.00, 0.00, 6.14,32.08, 5.48
Camerino Z. Mendoza,Cielo cubierto,6,Este,85.95,17.97,Lunes,2023-09-11 14:00:00,46.81,30,30,18.8042,-97.1847,Veracruz de Ignacio de la Llave,114, 0.16, 0.00,12.79,23.33, 9.33
Camocuautla,Despejado,6,Noreste,32.82,20.76,Lunes,2023-09-11 14:00:00,53.95,21,28,20.0385,-97.7577,Puebla,114, 0.00, 0.00,10.79,25.20, 7.92
Campeche,Cielo nublado,6,Este,78.47,28.01,Lunes,2023-09-11 14:00:00,46.95,4,2,19.8448,-90.5396,Campeche,114, 0.00,95.00,19.50,34.02, 6.45
Cananea,Cielo cubierto,7,Oeste,248.87,22.22,Lunes,2023-09-11 14:00:00,20.99,26,19,30.9827,-110.3017,Sonora,114, 0.10, 0.00,24.80,33.91,24.43
Canatlán,Despejado,6,Noreste,61.30,16.47,Lunes,2023-09-11 14:00:00,17.22,10,1,24.5273,-104.7784,Durango,114, 0.04, 0.00,18.78,29.10,16.86
Candela,Despejado,6,Sureste,114.99,23.92,Lunes,2023-09-11 14:00:00,19.72,5,5,26.8403,-100.6639,Coahuila,114, 0.00, 0.00,18.45,36.22,17.51
Candelaria,Poco nuboso,6,Este,89.80,31.17,Lunes,2023-09-11 14:00:00,34.25,4,11,18.1835,-91.0463,Campeche,114, 0.00,95.00,15.90,39.81, 6.20
Candelaria Loxicha,Cielo cubierto,6,Suroeste,206.51,26.01,Lunes,2023-09-11 14:00:00,67.08,20,12,15.9263,-96.4919,Oaxaca,114, 2.00,95.00, 9.82,29.00, 7.58
Canelas,Poco nuboso,6,Suroeste,233.10,22.85,Lunes,2023-09-11 14:00:00,45.60,10,2,25.1230,-106.5456,Durango,114, 1.00,46.29,14.10,28.63,13.05
Cansahcab,Cielo nublado,6,Noreste,51.33,29.77,Lunes,2023-09-11 14:00:00,40.51,31,9,21.1581,-89.1023,Yucatán,114, 0.02,10.00,13.20,36.79,11.98
Cantamayec,Cielo nublado,6,Este,104.82,29.25,Lunes,2023-09-11 14:00:00,33.53,31,10,20.4706,-89.0809,Yucatán,114, 0.00,95.00, 9.07,37.76, 7.78
Capitán Luis Ángel Vidal,Cielo nublado,6,Sureste,146.73,21.23,Lunes,2023-09-11 14:00:00,84.69,7,120,15.6011,-92.6291,Chiapas,114, 2.94,94.03, 6.05,22.42, 3.39
Capulhuac,Cielo cubierto,6,Este,82.54,14.86,Lunes,2023-09-11 14:00:00,39.92,15,19,19.1931,-99.4644,Estado de México,114, 0.20, 0.00,11.33,21.21,10.87
Capulálpam de Méndez,Cielo cubierto,6,Noreste,45.77,18.50,Lunes,2023-09-11 14:00:00,66.73,20,247,17.3064,-96.4460,Oaxaca,114, 0.86, 0.00, 8.29,21.34, 7.78
Carbó,Medio nublado,7,Sur,197.31,23.42,Lunes,2023-09-11 14:00:00,25.37,26,20,29.6847,-110.9544,Sonora,114, 0.00, 0.00,20.39,33.72,20.26
Cardonal,Despejado,6,Noreste,39.45,16.26,Lunes,2023-09-11 14:00:00,28.24,13,15,20.6134,-99.1171,Hidalgo,114, 0.00, 0.00,19.93,25.20,18.00
Carichí,Medio nublado,7,Este,107.74,18.32,Lunes,2023-09-11 14:00:00,14.73,8,12,27.9165,-107.0568,Chihuahua,114, 0.02, 0.00,16.96,32.44,13.53
Carlos A. Carrillo,Cielo nublado,6,Oeste,275.43,28.97,Lunes,2023-09-11 14:00:00,64.03,30,208,18.3717,-95.7448,Veracruz de Ignacio de la Llave,114, 0.07, 0.00, 9.82,32.37, 6.27
Carmen,Cielo nublado,6,Noroeste,299.86,29.60,Lunes,2023-09-11 14:00:00,57.38,4,3,18.6378,-91.8364,Campeche,114, 0.10,95.00,14.10,33.94, 8.79
Carrillo Puerto,Cielo nublado,6,Noreste,61.08,27.99,Lunes,2023-09-11 14:00:00,58.53,30,31,18.7999,-96.5711,Veracruz de Ignacio de la Llave,114, 0.00, 0.00, 5.57,32.05, 4.85
Carácuaro,Despejado,6,Sur,181.76,26.50,Lunes,2023-09-11 14:00:00,52.99,16,13,19.0173,-101.1270,Michoacán de Ocampo,114, 0.02, 0.00, 6.64,31.27, 5.41
Casas,Despejado,5,Sureste,134.28,23.81,Lunes,2023-09-11 14:00:00,28.05,28,8,23.7271,-98.7378,Tamaulipas,114, 0.00, 0.00,12.88,33.37, 9.16
Casas Grandes,Cielo cubierto,7,Sur,185.84,18.24,Lunes,2023-09-11 14:00:00,42.05,8,13,30.3757,-107.9488,Chihuahua,114, 1.40, 0.00,40.70,24.99,20.73
Casimiro Castillo,Medio nublado,6,Suroeste,231.09,26.43,Lunes,2023-09-11 14:00:00,55.68,14,21,19.6036,-104.4347,Jalisco,114, 0.55, 0.00, 6.97,30.84, 6.58
Castaños,Despejado,6,Este,70.53,21.69,Lunes,2023-09-11 14:00:00,20.09,5,6,26.7853,-101.4306,Coahuila,114, 0.00, 0.00,18.97,33.65,18.47
Castillo de Teayo,Despejado,6,Sureste,131.87,27.34,Lunes,2023-09-11 14:00:00,37.95,30,157,20.7497,-97.6327,Veracruz de Ignacio de la Llave,114, 0.00, 0.00,12.83,34.78,11.99
Catazajá,Medio nublado,6,Noreste,55.80,30.26,Lunes,2023-09-11 14:00:00,58.70,7,16,17.7283,-92.0164,Chiapas,114, 0.28,95.00,13.82,34.38, 9.47
Catemaco,Cielo nublado,6,Sur,167.26,23.03,Lunes,2023-09-11 14:00:00,71.42,30,32,18.4246,-95.1123,Veracruz de Ignacio de la Llave,114, 1.31,94.25,10.46,25.48, 8.92
Catorce,Despejado,6,Noreste,64.66,18.00,Lunes,2023-09-11 14:00:00,21.66,24,6,23.6904,-100.8863,San Luis Potosí,114, 0.00, 0.00,17.70,29.05,15.37
Caxhuacan,Medio nublado,6,Noreste,42.54,21.15,Lunes,2023-09-11 14:00:00,53.95,21,29,20.0640,-97.6066,Puebla,114, 0.00, 0.00, 9.92,25.60, 8.13
Cazones de Herrera,Despejado,6,Este,74.61,26.21,Lunes,2023-09-11 14:00:00,50.08,30,33,20.7033,-97.3123,Veracruz de Ignacio de la Llave,114, 0.00, 0.00,21.06,31.43,14.40
Cañada Morelos,Cielo nublado,6,Este,107.49,16.70,Lunes,2023-09-11 14:00:00,38.30,21,99,18.7370,-97.4221,Puebla,114, 0.17, 0.00,15.98,23.46,13.03
Cañadas de Obregón,Despejado,6,Noreste,66.85,18.79,Lunes,2023-09-11 14:00:00,25.62,14,117,21.1486,-102.6853,Jalisco,114, 0.00, 0.00,17.52,28.63, 9.22
Cañitas de Felipe Pescador,Despejado,6,Noreste,62.64,17.09,Lunes,2023-09-11 14:00:00,21.52,32,6,23.6070,-102.7266,Zacatecas,114, 0.00, 0.00,17.54,28.10,15.91
Cedral,Despejado,6,Este,68.30,18.27,Lunes,2023-09-11 14:00:00,20.95,24,7,23.8193,-100.7266,San Luis Potosí,114, 0.00, 0.00,16.60,29.58,11.06
Celaya,Despejado,6,Este,87.46,19.61,Lunes,2023-09-11 14:00:00,22.45,11,7,20.5215,-100.8136,Guanajuato,114, 0.00, 0.00,16.20,30.52, 8.95
Celestún,Cielo cubierto,6,Oeste,278.11,27.84,Lunes,2023-09-11 14:00:00,64.12,31,11,20.8601,-90.3995,Yucatán,114, 0.00,95.00,19.10,31.24,11.40
Cenotillo,Cielo nublado,6,Este,97.20,29.46,Lunes,2023-09-11 14:00:00,37.73,31,12,20.9658,-88.6044,Yucatán,114, 0.00,95.00,10.57,37.03, 6.61
Centla,Cielo cubierto,6,Noreste,49.23,28.57,Lunes,2023-09-11 14:00:00,58.37,27,3,18.5301,-92.6522,Tabasco,114, 0.06,85.71,15.63,32.69, 9.14
Centro,Cielo nublado,6,Este,102.63,29.80,Lunes,2023-09-11 14:00:00,55.60,27,4,17.9878,-92.9194,Tabasco,114, 0.16,72.54,16.20,34.35,11.63
Cerralvo,Despejado,6,Sureste,127.55,24.39,Lunes,2023-09-11 14:00:00,24.50,19,11,26.0899,-99.6147,Nuevo León,114, 0.00, 0.00,21.92,35.03,21.30
Cerritos,Despejado,6,Este,85.13,21.93,Lunes,2023-09-11 14:00:00,27.44,24,8,22.4277,-100.2796,San Luis Potosí,114, 0.00, 0.00,21.63,31.50,18.45
